task,scene_id,candidate_id,x,y,theta,target_x,target_y,target_z,target_distance,seed,collision,contact_pairs,visibility,visibility_margin,visible_cameras,eligible,eligible_phase1,ik_margin,ik_pass,ik_reason,rollout_count,successes,success_rate,video_paths,evaluation_skipped,skip_reason,baseline_label
TurnOnSinkFaucet,4,0,0.8231221706465967,-1.9269969764891204,3.1415963267948968,0.0996316771783664,-1.9865120179194238,1.0093962848297213,0.7259342492921477,1,False,[],True,0.9410141922042395,"[""robot0_agentview_left"", ""robot0_agentview_right""]",True,True,0.2861523502224188,True,ok,3,3,1.0,[],False,,p_ref+p_near+p_IK+p_star
TurnOnSinkFaucet,4,1,1.2687659722873597,-2.661512017919422,2.3561944901923457,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.35,1,False,[],True,0.6586899007529488,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.08880268005009197,False,residual_0.4274,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,2,1.3496316771783663,-1.9865120179194216,-2.8797932657906418,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.25,1,False,[],True,0.6919074537963947,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.13610392666197846,False,residual_0.3198,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,3,1.4496316771783664,-1.9865120179194213,-2.6179938779914926,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.35,1,False,[],True,0.41862058837763283,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.15916554302005395,False,residual_0.4192,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,4,1.1138537947818885,-2.258272015277069,2.6179938779914966,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.05,1,False,[],True,0.7504363354906509,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.1423084098453525,False,residual_0.1243,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,5,1.1821634319089136,-1.3615120179194216,-2.356194490192343,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.2500000000000002,1,False,[],True,0.6919074538459549,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.13610392587807213,False,residual_0.3198,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,6,0.983515153661552,-2.870395494402607,1.8325957145940475,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.25,1,False,[],True,0.4227919336268895,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.10482427848136679,False,residual_0.3249,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,7,1.268765972287357,-1.3115120179194215,-3.141592653589791,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.3499999999999999,1,False,[],True,0.41862044400867315,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.1493870041466488,False,residual_0.4162,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,8,1.4496316771783664,-1.9865120179194213,2.6179938779914966,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.35,1,False,[],True,0.41862044386969155,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.14938700444023986,False,residual_0.4162,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,9,1.1496316771783661,-1.986512017919422,-3.1415926535897913,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.0499999999999998,1,False,[],True,0.7729099647181038,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.13860376979185102,False,residual_0.1118,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,10,1.0172612121529807,-1.7406339250720273,-2.8797932657906418,0.0996316771783664,-1.9865120179194238,1.0093962848297213,0.95,1,False,[],True,0.8168464741527024,"[""robot0_agentview_left"", ""robot0_agentview_right""]",True,True,0.19242200744172488,True,ok,3,0,0.0,[],False,,candidate
TurnOnSinkFaucet,4,11,1.2104463774107952,-2.284153919787321,-2.879793265790642,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.15,1,False,[],True,0.4273366835055059,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.14555000401966112,False,residual_0.2217,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,12,0.983515153661552,-2.870395494402607,2.6179938779914957,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.25,1,False,[],True,0.6919074538394596,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.136103927051103,False,residual_0.3198,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,13,1.3070389600397023,-2.310035824297573,2.6179938779914957,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.2500000000000002,1,False,[],True,0.6919075490836901,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.11326935236664538,False,residual_0.3229,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,14,1.268765972287357,-1.3115120179194215,-2.0943951023931935,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.3499999999999999,1,False,[],True,0.41862058829329196,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.1591655425704921,False,residual_0.4192,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,15,1.4496316771783664,-1.9865120179194213,-3.1415926535897913,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.35,1,False,[],True,0.6630014015963899,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.1269190818796909,False,residual_0.4212,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,16,1.1821634319089136,-1.3615120179194216,-2.879793265790642,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.2500000000000002,1,False,[],True,0.6919075490735237,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.11326935235266519,False,residual_0.3229,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,17,1.0089583511520257,-1.4615120179194219,-3.141592653589791,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.0499999999999998,1,False,[],True,0.4720309298741264,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.13930999352531478,False,residual_0.1236,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,18,1.307038960039701,-1.6629882115412706,-3.1415926535897913,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.25,1,False,[],True,0.6919075490595521,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.11326935234913475,False,residual_0.3229,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,19,1.1821634319089136,-1.3615120179194216,-2.6179938779914926,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.2500000000000002,1,False,[],True,0.6964620148861171,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.13478286790904934,False,residual_0.3298,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,20,1.0089583511520257,-1.4615120179194219,-2.3561944901923426,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.0499999999999998,1,False,[],True,0.7504364636472978,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.095914952501026,False,residual_0.1122,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,21,1.2104463774107952,-2.284153919787321,-3.1415926535897913,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.15,1,False,[],True,0.7188442154927972,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.10550530905207987,False,residual_0.2265,0,0,,[],False,,candidate
TurnOnSinkFaucet,4,22,1.0542258317802067,-2.9411061725212617,2.879793265790645,0.0996316771783664,-1.9865120179194238,1.0093962848297213,1.3499999999999999,1,False,[],True,0.4186205885600939,"[""robot0_agentview_left"", ""robot0_agentview_right""]",False,False,0.15916554262233298,False,residual_0.4192,0,0,,[],False,,candidate
